Order ID,Product ID,Sales,Quantity,Discount,Profit
US-2015-159982,FUR-FU-10002505,12.132,9,0.6,-8.4924
CA-2015-155334,FUR-FU-10003274,5.28,3,0.0,2.3232
CA-2015-130890,FUR-TA-10002903,1038.84,5,0.2,51.942
CA-2016-110772,FUR-BO-10004709,86.97,3,0.5,-48.7032
CA-2014-111451,FUR-FU-10004091,300.416,8,0.2,78.8592
CA-2014-111451,FUR-CH-10001891,230.352,3,0.2,20.1558
CA-2014-111451,FUR-FU-10002918,218.352,3,0.2,-24.5646
CA-2016-142545,FUR-FU-10001861,77.6,4,0.0,38.024
US-2017-152380,FUR-TA-10002533,219.075,3,0.5,-131.445
CA-2015-144253,FUR-FU-10002671,26.8,2,0.0,12.864
CA-2016-142902,FUR-FU-10001918,15.136,4,0.2,3.5948
CA-2016-142902,FUR-CH-10004086,466.768,2,0.2,52.5114
CA-2016-142902,FUR-FU-10001756,15.232,1,0.2,1.7136
CA-2014-120887,FUR-FU-10001588,87.54,3,0.0,37.6422
CA-2014-164973,FUR-CH-10002602,135.882,1,0.1,24.1568
CA-2017-153339,FUR-FU-10001967,15.992,1,0.2,0.9995
US-2016-141544,FUR-CH-10003312,786.744,4,0.3,-258.5016
CA-2014-129924,FUR-TA-10004575,698.352,3,0.2,-17.4588
CA-2016-138520,FUR-BO-10002268,388.704,6,0.2,-4.8588
CA-2017-144904,FUR-CH-10000785,488.646,3,0.1,86.8704
CA-2017-144904,FUR-FU-10000023,47.12,8,0.0,20.7328
CA-2016-155516,FUR-BO-10002545,1043.92,4,0.0,271.4192
US-2017-134481,FUR-TA-10004915,1488.424,7,0.3,-297.6848
US-2015-168935,FUR-TA-10000617,375.4575,3,0.45,-157.0095
CA-2015-122756,FUR-FU-10001935,2.96,1,0.2,0.777
CA-2016-108987,FUR-BO-10004834,2396.2656,4,0.32,-317.1528
CA-2017-117457,FUR-TA-10002041,1004.024,7,0.2,-112.9527
CA-2017-117457,FUR-BO-10001972,1336.829,13,0.15,31.4548
CA-2017-117457,FUR-CH-10003956,113.568,2,0.2,-18.4548
CA-2017-142636,FUR-CH-10001891,307.136,4,0.2,26.8744
CA-2016-148796,FUR-CH-10004886,383.8,5,0.2,38.38
CA-2017-125388,FUR-FU-10004712,56.56,4,0.0,14.7056
CA-2017-155705,FUR-CH-10000015,866.4,4,0.0,225.264
CA-2017-149160,FUR-FU-10003347,28.4,2,0.0,11.076
CA-2017-157252,FUR-CH-10003396,207.846,3,0.1,2.3094
CA-2016-115756,FUR-FU-10000246,12.22,1,0.0,3.666
CA-2016-115756,FUR-CH-10002372,242.94,3,0.0,29.1528
CA-2017-154214,FUR-FU-10000206,2.91,1,0.0,1.3677
CA-2017-147277,FUR-TA-10001539,284.364,2,0.4,-75.8304
US-2014-110674,FUR-CH-10000225,129.568,2,0.2,-24.294
US-2016-157945,FUR-CH-10002331,747.558,3,0.3,-96.1146
CA-2016-109869,FUR-FU-10000023,23.56,5,0.2,7.068
CA-2016-109869,FUR-TA-10001889,1272.63,6,0.5,-814.4832
US-2015-101399,FUR-FU-10002918,254.744,7,0.6,-312.0614
CA-2017-154907,FUR-BO-10002824,205.3328,2,0.32,-36.2352
CA-2014-144666,FUR-BO-10001601,222.666,2,0.15,10.4784
CA-2016-152632,FUR-FU-10002671,40.2,3,0.0,19.296
CA-2017-140963,FUR-BO-10001337,514.165,5,0.15,-30.245
US-2016-120929,FUR-TA-10001857,189.882,3,0.4,-94.941
CA-2016-126158,FUR-FU-10004864,255.76,4,0.0,81.8432
CA-2016-126158,FUR-CH-10002602,241.568,2,0.2,18.1176
CA-2016-126158,FUR-FU-10000073,69.3,9,0.0,22.869
US-2016-105578,FUR-CH-10001215,801.568,2,0.2,50.098
CA-2017-135307,FUR-FU-10001290,126.3,3,0.0,40.416
CA-2017-145142,FUR-TA-10001857,210.98,2,0.0,21.098
CA-2017-113558,FUR-CH-10003379,683.952,3,0.2,42.747
CA-2017-113558,FUR-FU-10001756,45.696,3,0.2,5.1408
CA-2015-102848,FUR-CH-10000595,190.72,1,0.2,11.92
US-2017-129441,FUR-FU-10000448,47.94,3,0.0,2.397
CA-2015-134894,FUR-CH-10002647,283.92,4,0.0,70.98
CA-2014-103849,FUR-FU-10000723,66.112,4,0.6,-84.2928
CA-2016-136406,FUR-CH-10002024,1121.568,2,0.2,0.0
CA-2017-112774,FUR-FU-10003039,34.504,1,0.2,6.0382
CA-2016-113243,FUR-TA-10004256,1335.68,4,0.2,-217.048
CA-2017-118731,FUR-FU-10003347,42.6,3,0.0,16.614
CA-2014-145576,FUR-FU-10004020,13.128,3,0.2,3.7743
CA-2017-156951,FUR-CH-10004997,451.152,3,0.2,0.0
CA-2017-118640,FUR-FU-10001475,8.792,1,0.6,-5.7148
CA-2015-128139,FUR-CH-10003956,70.98,1,0.0,4.9686
CA-2014-131450,FUR-FU-10001979,327.76,8,0.0,91.7728
CA-2014-149958,FUR-FU-10001756,45.696,3,0.2,5.1408
CA-2017-117947,FUR-FU-10003849,40.48,2,0.0,15.7872
CA-2017-117947,FUR-FU-10000010,9.94,2,0.0,3.0814
CA-2017-117947,FUR-FU-10000521,88.02,3,0.0,27.2862
CA-2015-138009,FUR-CH-10004853,301.96,2,0.0,87.5684
CA-2017-163020,FUR-FU-10000221,35.56,7,0.0,12.0904
CA-2015-168004,FUR-CH-10001482,392.94,3,0.0,43.2234
CA-2016-115917,FUR-FU-10000576,1049.2,5,0.0,272.792
CA-2016-147067,FUR-FU-10000732,18.84,3,0.0,6.0288
CA-2016-160745,FUR-FU-10001935,14.8,4,0.0,6.068
US-2016-156097,FUR-CH-10001215,701.372,2,0.3,-50.098
CA-2015-146563,FUR-TA-10001768,918.785,5,0.3,-118.1295
CA-2014-156314,FUR-FU-10003096,30.36,5,0.2,8.7285
US-2017-106663,FUR-FU-10002759,23.976,3,0.6,-14.3856
US-2017-106663,FUR-TA-10000688,108.925,1,0.5,-71.8905
US-2017-119438,FUR-FU-10003553,82.524,3,0.6,-41.262
CA-2017-161480,FUR-BO-10004015,191.984,2,0.2,4.7996
US-2014-117135,FUR-FU-10004071,104.01,1,0.0,14.5614
CA-2017-114552,FUR-FU-10002960,15.072,3,0.2,4.1448
CA-2016-163755,FUR-FU-10003394,209.88,3,0.0,35.6796
CA-2015-142027,FUR-TA-10002774,369.912,3,0.2,-13.8717
CA-2014-112158,FUR-BO-10003272,883.92,5,0.2,-110.49
CA-2014-130092,FUR-FU-10000010,9.94,2,0.0,3.0814
CA-2017-108910,FUR-FU-10002253,103.056,3,0.2,24.4758
CA-2014-104472,FUR-FU-10000246,73.32,6,0.0,21.996
CA-2016-142335,FUR-TA-10000198,1652.94,3,0.0,231.4116
CA-2014-117429,FUR-FU-10000222,129.92,5,0.2,21.112
US-2016-150861,FUR-TA-10002228,400.032,2,0.4,-153.3456
US-2016-150861,FUR-CH-10002965,542.646,3,0.1,102.4998
CA-2017-131954,FUR-BO-10001619,84.98,1,0.0,18.6956
CA-2014-124429,FUR-TA-10002607,567.12,10,0.2,-28.356
CA-2017-126074,FUR-FU-10003577,157.74,11,0.0,56.7864
CA-2015-135272,FUR-FU-10002759,79.92,4,0.0,28.7712
CA-2016-140928,FUR-TA-10001095,383.438,4,0.45,-167.3184
CA-2014-106810,FUR-FU-10004306,310.88,2,0.2,23.316
CA-2016-157245,FUR-CH-10003746,641.96,2,0.0,179.7488
CA-2017-104220,FUR-FU-10002597,34.58,7,0.0,14.5236
CA-2015-144267,FUR-CH-10002335,544.008,3,0.2,40.8006
US-2015-157014,FUR-BO-10004409,35.49,1,0.5,-15.6156
CA-2015-154620,FUR-CH-10004675,348.928,2,0.2,34.8928
CA-2015-115938,FUR-CH-10003199,332.94,3,0.0,79.9056
CA-2015-101910,FUR-CH-10002647,283.92,5,0.2,17.745
CA-2017-105809,FUR-FU-10004090,22.23,1,0.0,7.3359
CA-2017-135783,FUR-FU-10000794,18.28,2,0.0,6.2152
CA-2015-140921,FUR-FU-10003347,28.4,2,0.0,11.076
CA-2014-151995,FUR-TA-10002903,1298.55,5,0.0,311.652
CA-2017-143686,FUR-FU-10000794,18.28,2,0.0,6.2152
CA-2014-140858,FUR-CH-10001394,1228.465,5,0.3,0.0
CA-2017-129462,FUR-CH-10000665,301.96,2,0.0,90.588
CA-2015-100454,FUR-BO-10001519,186.048,4,0.2,9.3024
CA-2015-114300,FUR-CH-10001891,287.94,3,0.0,77.7438
CA-2017-107503,FUR-FU-10003878,48.896,4,0.2,8.5568
CA-2016-123274,FUR-FU-10004090,44.46,2,0.0,14.6718
CA-2014-149020,FUR-FU-10000965,51.94,1,0.0,21.2954
CA-2016-116736,FUR-FU-10004017,322.59,3,0.0,64.518
CA-2017-111689,FUR-CH-10004287,1242.9,5,0.1,262.39
CA-2016-165148,FUR-FU-10000732,31.4,5,0.0,10.048
CA-2014-134061,FUR-FU-10001424,17.46,2,0.0,5.9364
CA-2017-143259,FUR-BO-10003441,323.136,4,0.2,12.1176
CA-2015-133627,FUR-FU-10001935,22.2,6,0.0,9.102
CA-2017-102519,FUR-FU-10004091,46.94,1,0.0,19.2454
US-2014-141215,FUR-TA-10001520,99.918,2,0.3,-18.5562
US-2014-141215,FUR-CH-10003379,797.944,4,0.3,-56.996
CA-2016-142958,FUR-TA-10000577,1114.272,4,0.2,41.7852
US-2015-140200,FUR-TA-10002356,393.165,3,0.5,-204.4458
US-2017-110576,FUR-FU-10003601,516.488,7,0.2,-12.9122
US-2017-110576,FUR-FU-10000576,1007.232,6,0.2,75.5424
US-2017-110576,FUR-TA-10004154,2065.32,12,0.4,-619.596
CA-2017-131156,FUR-FU-10001940,25.472,4,0.2,7.6416
CA-2017-136539,FUR-BO-10004709,78.8528,2,0.32,-11.596
CA-2015-112571,FUR-FU-10004188,204.6,2,0.0,53.196
CA-2017-152142,FUR-CH-10002965,321.568,2,0.2,28.1372
CA-2014-115791,FUR-FU-10001095,127.104,6,0.2,28.5984
CA-2016-144939,FUR-CH-10003199,599.292,6,0.1,93.2232
CA-2014-163419,FUR-CH-10000665,603.92,5,0.2,75.49
CA-2017-167899,FUR-FU-10004071,520.05,5,0.0,72.807
CA-2015-153549,FUR-CH-10004086,1166.92,5,0.2,131.2785
CA-2015-162537,FUR-FU-10002885,24.1,5,0.0,9.158
CA-2015-162537,FUR-FU-10001918,33.11,7,0.0,12.9129
CA-2015-124891,FUR-TA-10002903,1090.782,7,0.4,-290.8752
CA-2014-158540,FUR-FU-10001602,151.72,4,0.0,27.3096
CA-2017-118437,FUR-FU-10004848,155.25,3,0.0,46.575
US-2015-126214,FUR-TA-10003748,1618.37,13,0.0,356.0414
CA-2015-108665,FUR-FU-10002191,13.96,2,0.0,6.7008
CA-2015-108665,FUR-FU-10000965,155.82,3,0.0,63.8862
CA-2015-124450,FUR-CH-10000309,1267.53,3,0.0,316.8825
CA-2014-163552,FUR-CH-10003379,854.94,3,0.0,213.735
CA-2014-163552,FUR-FU-10000629,124.11,9,0.0,52.1262
CA-2016-113061,FUR-FU-10003975,86.62,2,0.0,8.662
CA-2016-127670,FUR-TA-10001095,697.16,4,0.0,146.4036
CA-2016-102981,FUR-BO-10001811,722.352,3,0.2,90.294
CA-2017-152702,FUR-CH-10002304,254.604,14,0.3,-18.186
CA-2016-169103,FUR-FU-10004006,102.36,3,0.2,-3.8385
US-2015-153500,FUR-FU-10000293,168.464,2,0.2,-29.4812
US-2015-153500,FUR-FU-10004460,282.888,9,0.2,56.5776
CA-2015-110667,FUR-FU-10004622,108.4,2,0.0,22.764
US-2015-125374,FUR-CH-10003396,107.772,2,0.3,-29.2524
CA-2016-157686,FUR-CH-10001146,194.848,4,0.2,12.178
CA-2015-110016,FUR-CH-10002880,1106.91,9,0.0,121.7601
US-2016-143819,FUR-TA-10001095,836.592,8,0.4,-264.9208
CA-2017-158407,FUR-FU-10001967,31.984,2,0.2,1.999
CA-2014-159338,FUR-TA-10004147,447.84,5,0.2,11.196
CA-2016-107216,FUR-FU-10000206,8.73,3,0.0,4.1031
US-2016-110156,FUR-FU-10000206,2.328,2,0.6,-0.7566
CA-2017-140585,FUR-BO-10002206,119.833,1,0.15,-12.6882
US-2014-147627,FUR-FU-10003194,38.6,4,0.0,11.58
US-2014-147627,FUR-CH-10002331,1067.94,3,0.0,224.2674
CA-2016-112102,FUR-TA-10004086,343.92,4,0.0,75.6624
CA-2014-146969,FUR-FU-10004188,204.6,2,0.0,53.196
CA-2015-113971,FUR-FU-10001852,8.352,6,0.2,1.2528
CA-2014-136567,FUR-TA-10001932,2244.48,7,0.0,493.7856
CA-2014-136567,FUR-TA-10000617,455.1,2,0.0,100.122
CA-2016-149314,FUR-CH-10002126,195.184,1,0.2,19.5184
CA-2017-145226,FUR-FU-10004952,109.48,2,0.0,33.9388
CA-2016-113621,FUR-CH-10001270,172.5,2,0.0,51.75
CA-2017-117212,FUR-CH-10003973,892.224,3,0.2,89.2224
US-2015-130519,FUR-FU-10002268,15.712,4,0.2,2.5532
US-2015-130519,FUR-FU-10003394,55.968,1,0.2,-2.0988
CA-2016-130946,FUR-CH-10004540,95.984,4,0.3,-4.1136
CA-2016-114727,FUR-CH-10002335,544.008,3,0.2,40.8006
CA-2016-114727,FUR-CH-10002331,854.352,3,0.2,10.6794
CA-2016-137050,FUR-BO-10004695,579.136,4,0.2,21.7176
US-2017-118087,FUR-CH-10004860,141.372,2,0.3,-48.4704
US-2017-118087,FUR-FU-10001867,17.024,2,0.2,1.7024
CA-2016-126004,FUR-FU-10001602,113.79,3,0.0,20.4822
CA-2017-100013,FUR-FU-10001424,8.73,1,0.0,2.9682
CA-2016-144344,FUR-FU-10000076,47.952,3,0.2,13.7862
CA-2016-144344,FUR-FU-10003268,63.968,2,0.2,0.0
CA-2016-144344,FUR-FU-10003553,165.048,3,0.2,41.262
CA-2014-127012,FUR-FU-10003691,12.35,1,0.0,5.434
CA-2014-168494,FUR-TA-10004619,764.688,6,0.2,95.586
CA-2014-168494,FUR-TA-10003473,3610.848,12,0.2,135.4068
CA-2014-168494,FUR-BO-10004467,254.9745,3,0.15,11.9988
CA-2017-115602,FUR-CH-10001708,1141.938,9,0.1,139.5702
CA-2017-144638,FUR-FU-10003724,6.696,1,0.2,0.5022
CA-2017-144638,FUR-FU-10003535,43.872,2,0.2,11.5164
CA-2016-155992,FUR-FU-10003724,41.85,5,0.0,10.881
US-2014-167738,FUR-CH-10001146,292.272,6,0.2,18.267
CA-2017-121412,FUR-FU-10000246,29.328,3,0.2,3.666
CA-2016-119186,FUR-CH-10001973,388.43,5,0.3,-88.784
CA-2016-154711,FUR-FU-10000397,39.88,2,0.0,11.1664
CA-2016-137043,FUR-FU-10003664,572.76,6,0.0,166.1004
CA-2016-137043,FUR-FU-10003664,286.38,3,0.0,83.0502
CA-2015-115847,FUR-BO-10003433,61.96,2,0.0,4.3372
US-2017-126179,FUR-FU-10002554,23.99,1,0.0,5.5177
CA-2016-141397,FUR-CH-10003846,161.568,2,0.2,-8.0784
US-2016-134488,FUR-CH-10003199,155.372,2,0.3,-13.3176
CA-2016-145919,FUR-FU-10004960,183.84,8,0.0,62.5056
CA-2015-120439,FUR-FU-10001867,51.072,6,0.2,5.1072
CA-2016-142762,FUR-FU-10003691,37.05,3,0.0,16.302
US-2017-123281,FUR-FU-10003724,25.11,3,0.0,6.5286
CA-2017-100524,FUR-FU-10004018,29.78,2,0.0,8.0406
CA-2014-153976,FUR-CH-10002880,258.279,3,0.3,-70.1043
CA-2017-162978,FUR-TA-10003473,300.904,1,0.2,11.2839
CA-2017-160045,FUR-FU-10000010,1.988,1,0.6,-1.4413
US-2014-151925,FUR-CH-10002961,145.568,2,0.2,0.0
US-2017-155425,FUR-CH-10003312,899.136,4,0.2,-146.1096
CA-2017-133249,FUR-FU-10001588,145.9,5,0.0,62.737
US-2015-103471,FUR-BO-10002613,590.058,7,0.7,-786.744
CA-2015-120362,FUR-TA-10003008,912.75,5,0.0,118.6575
US-2016-100566,FUR-FU-10003394,83.952,3,0.6,-90.2484
US-2016-108504,FUR-FU-10004091,18.84,3,0.0,7.1592
US-2016-108504,FUR-BO-10004015,239.98,2,0.0,52.7956
US-2017-117247,FUR-TA-10002958,652.45,5,0.5,-430.617
US-2017-117247,FUR-TA-10001676,66.645,3,0.5,-42.6528
US-2016-161396,FUR-TA-10002622,205.176,2,0.4,-58.1332
US-2014-118486,FUR-TA-10001039,154.764,3,0.4,-36.1116
CA-2016-130407,FUR-FU-10001967,39.98,2,0.0,9.995
US-2016-122245,FUR-TA-10002356,393.165,3,0.5,-204.4458
CA-2016-136329,FUR-CH-10002335,408.006,2,0.1,72.5344
CA-2016-136329,FUR-FU-10000723,165.28,4,0.0,14.8752
CA-2017-115994,FUR-FU-10003976,37.74,3,0.0,12.8316
CA-2015-126697,FUR-FU-10001706,4.928,4,0.6,-1.4784
CA-2014-120768,FUR-CH-10000513,1819.86,14,0.0,163.7874
CA-2015-139731,FUR-CH-10002024,2453.43,5,0.3,-350.49
CA-2017-102337,FUR-CH-10004289,470.302,7,0.3,-87.3418
CA-2017-148474,FUR-TA-10002530,452.94,3,0.0,67.941
CA-2014-155271,FUR-FU-10001473,27.46,2,0.0,9.8856
US-2016-128902,FUR-TA-10001095,244.006,2,0.3,-31.3722
CA-2016-152289,FUR-CH-10002126,1024.716,6,0.3,-29.2776
CA-2014-151708,FUR-FU-10001602,121.376,4,0.2,-3.0344
CA-2017-139199,FUR-CH-10000847,872.94,3,0.0,226.9644
US-2015-105676,FUR-FU-10004270,6.688,4,0.6,-4.0128
CA-2015-140410,FUR-FU-10003347,42.6,3,0.0,16.614
CA-2017-166436,FUR-CH-10000785,977.292,6,0.1,173.7408
CA-2017-139661,FUR-FU-10002885,9.64,2,0.0,3.6632
CA-2016-100468,FUR-FU-10000010,9.94,2,0.0,3.0814
CA-2015-153388,FUR-TA-10003715,1004.976,6,0.2,-175.8708
CA-2017-103611,FUR-FU-10004270,8.36,2,0.0,3.0096
US-2017-160759,FUR-CH-10002961,63.686,1,0.3,-9.098
CA-2017-148446,FUR-TA-10004256,1669.6,4,0.0,116.872
CA-2015-144806,FUR-FU-10002253,206.112,6,0.2,48.9516
CA-2016-122392,FUR-FU-10002456,11.648,2,0.2,3.3488
CA-2017-124086,FUR-BO-10004015,203.983,2,0.15,16.7986
CA-2017-121888,FUR-BO-10002545,782.94,3,0.0,203.5644
CA-2014-166884,FUR-FU-10003981,8.32,5,0.2,2.288
CA-2014-150245,FUR-BO-10002613,1573.488,7,0.2,196.686
CA-2015-112116,FUR-TA-10001039,171.96,2,0.0,44.7096
US-2017-102890,FUR-TA-10000577,1044.63,5,0.4,-295.9785
US-2014-157385,FUR-CH-10000863,603.92,5,0.2,-67.941
US-2014-157385,FUR-CH-10000595,381.44,2,0.2,23.84
CA-2014-101602,FUR-CH-10004675,763.28,5,0.3,-21.808
CA-2015-131338,FUR-TA-10002607,382.806,9,0.4,-153.1224
CA-2015-131338,FUR-FU-10002157,47.04,3,0.0,18.3456
CA-2015-131338,FUR-FU-10001706,6.16,2,0.0,2.9568
CA-2015-118423,FUR-BO-10000362,359.058,3,0.3,-35.9058
CA-2017-149181,FUR-CH-10004540,47.992,2,0.3,-2.0568
CA-2017-132234,FUR-FU-10001290,547.3,13,0.0,175.136
CA-2017-158876,FUR-FU-10001967,15.992,2,0.6,-13.993
CA-2016-164672,FUR-FU-10001488,211.96,2,0.0,42.392
CA-2014-156349,FUR-BO-10000362,290.666,2,0.15,27.3568
CA-2017-108560,FUR-FU-10002937,198.46,2,0.0,99.23
CA-2015-143119,FUR-CH-10001270,517.5,6,0.0,155.25
CA-2017-101049,FUR-FU-10004415,17.92,5,0.2,2.464
CA-2016-157266,FUR-FU-10000629,41.37,3,0.0,17.3754
CA-2014-127159,FUR-FU-10000010,34.79,7,0.0,10.7849
US-2015-157154,FUR-TA-10001889,1018.104,4,0.4,-373.3048
CA-2015-143077,FUR-FU-10003535,21.936,2,0.6,-10.4196
CA-2014-122882,FUR-FU-10000758,42.368,2,0.2,8.4736
CA-2016-147585,FUR-FU-10002597,14.82,3,0.0,6.2244
CA-2017-143798,FUR-FU-10004306,310.88,2,0.2,23.316
CA-2014-142839,FUR-TA-10001539,853.092,6,0.4,-227.4912
US-2016-154361,FUR-FU-10004020,21.88,5,0.2,6.2905
CA-2014-135657,FUR-TA-10004086,515.88,6,0.0,113.4936
CA-2015-114069,FUR-CH-10000595,1931.04,9,0.1,321.84
CA-2017-123491,FUR-CH-10003061,71.992,1,0.2,-0.8999
US-2017-124968,FUR-TA-10004289,765.625,7,0.5,-566.5625
CA-2017-104003,FUR-BO-10003965,307.666,2,0.15,-14.4784
CA-2016-169943,FUR-FU-10002088,35.92,4,0.0,15.0864
CA-2016-169943,FUR-FU-10000010,39.76,8,0.0,12.3256
US-2015-123218,FUR-BO-10003966,359.058,3,0.3,-71.8116
US-2017-164056,FUR-TA-10001307,1048.35,5,0.4,-69.89
CA-2017-152807,FUR-FU-10004415,7.168,2,0.2,0.9856
CA-2015-139094,FUR-TA-10004607,206.962,2,0.3,-32.5226
CA-2017-168837,FUR-FU-10001918,9.46,2,0.0,3.6894
CA-2015-130785,FUR-BO-10000330,411.332,4,0.15,-4.8392
CA-2015-130785,FUR-BO-10003159,293.199,3,0.15,-20.6964
CA-2016-110254,FUR-FU-10001591,109.8,9,0.0,46.116
CA-2014-120474,FUR-CH-10001854,2807.84,8,0.0,673.8816
CA-2016-100965,FUR-FU-10003039,215.65,5,0.0,73.321
CA-2016-149461,FUR-FU-10004270,4.18,1,0.0,1.5048
CA-2016-165484,FUR-FU-10001196,16.156,7,0.6,-12.117
CA-2014-132612,FUR-TA-10004534,1441.3,7,0.0,245.021
US-2017-161193,FUR-FU-10001861,77.6,5,0.2,28.13
US-2017-161193,FUR-FU-10000206,4.656,2,0.2,1.5714
CA-2015-131597,FUR-TA-10002607,170.136,3,0.2,-8.5068
US-2014-130379,FUR-FU-10002553,29.32,2,0.6,-24.189
CA-2016-168956,FUR-CH-10004754,62.958,3,0.3,-2.6982
CA-2016-167507,FUR-FU-10001935,11.84,4,0.2,3.108
CA-2016-167507,FUR-FU-10002878,22.784,1,0.2,4.8416
CA-2017-145884,FUR-TA-10002356,262.11,1,0.0,62.9064
CA-2015-131422,FUR-CH-10001270,207.0,3,0.2,25.875
CA-2014-117345,FUR-FU-10000629,44.128,4,0.2,12.1352
CA-2016-157763,FUR-CH-10000988,140.81,1,0.0,39.4268
CA-2015-135391,FUR-FU-10001986,40.784,2,0.6,-30.588
US-2017-158512,FUR-FU-10004973,37.68,2,0.0,15.8256
CA-2017-128370,FUR-CH-10002602,362.352,3,0.2,27.1764
US-2017-121251,FUR-BO-10001918,257.568,2,0.2,-28.9764
US-2016-100839,FUR-TA-10004575,727.45,5,0.5,-465.568
US-2016-100839,FUR-FU-10001617,24.96,3,0.2,4.368
CA-2017-118857,FUR-FU-10004460,196.45,5,0.0,70.722
CA-2014-116932,FUR-CH-10001215,801.568,2,0.2,50.098
CA-2014-116932,FUR-TA-10004175,272.848,1,0.2,27.2848
CA-2017-142888,FUR-TA-10004767,70.98,1,0.0,20.5842
US-2016-112977,FUR-BO-10003272,176.784,1,0.2,-22.098
CA-2017-118885,FUR-CH-10002880,393.568,4,0.2,-44.2764
CA-2015-109512,FUR-CH-10001146,383.607,7,0.1,63.9345
CA-2016-147578,FUR-FU-10001889,31.56,3,0.0,10.4148
CA-2014-142587,FUR-TA-10000617,409.59,3,0.4,-122.877
CA-2014-169775,FUR-TA-10001857,174.0585,3,0.45,-110.7645
CA-2017-167094,FUR-CH-10000155,478.48,2,0.2,47.848
